numero_obra;numero_exemplar;numero_legado;ordem_estante;secao;grupo_autor_espiritual;codigo_autor;titulo;autor_espiritual;medium;tipo_obra;colecao;categorias;idioma;editora;sinopse;historico
"261";"261.3";"1090";"1090";"ROM";"Lúcius";"LUC";"Imagens do Além";"Espírito Lúcius";"Heigorina Cunha";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1090 · Ordem estante (Table 2): 1090 · Obra nº 261 · Exemplares da mesma obra: 36, 1089, 1090"
"262";"262";"437";"437";"ROM";"Lúcius";"LUC";"Laços Eternos";"Espírito Lúcius";"Zibia Gaspareto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 437 · Ordem estante (Table 2): 437 · Obra nº 262"
"263";"263";"436";"436";"ROM";"Lúcius";"LUC";"O Morro das Ilusões";"Espírito Lúcius";"Zibia Gaspareto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 436 · Ordem estante (Table 2): 436 · Obra nº 263"
"264";"264";"881";"881";"ROM";"Lúcius";"LUC";"Laços Eternos";"Lúcius";"Zíbia Gaspareto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 881 · Ordem estante (Table 2): 881 · Obra nº 264"
"265";"265";"533";"533";"ROM";"Lúcius";"LUC";"O Amor Venceu";"Lúcius";"Zíbia Gaspareto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 533 · Ordem estante (Table 2): 533 · Obra nº 265"
"266";"266";"386";"386";"ROM";"Lúcius";"LUC";"O Fio do Destino";"Lúcius";"Zíbia Gaspareto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 386 · Ordem estante (Table 2): 386 · Obra nº 266"
"267";"267";"1150";"1150";"ROM";"Lúcius";"LUC";"O Morro das ilusões";"Lúcius";"Zíbia Gasparetto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1150 · Ordem estante (Table 2): 1150 · Obra nº 267"
"268";"268";"359";"359";"ROM";"Luiz Sérgio";"LSG";"O Mundo Que Eu Encontrei";"Espírito Luiz Sérgio";"Alayde A. Silva";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 359 · Ordem estante (Table 2): 359 · Obra nº 268"
"269";"269";"689";"689";"ROM";"Luiz Sérgio";"LSG";"Intercambio";"Luiz Sérgio";"Alayde de Assunção e Silva / Lucia M. Secron Pinto";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 689 · Ordem estante (Table 2): 689 · Obra nº 269"
"270";"270.1";"524";"524";"ROM";"Luiz Sérgio";"LSG";"Na Esperança de Uma Nova Vida";"Luiz Sérgio";"Irene Machado";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 524 · Ordem estante (Table 2): 524 · Obra nº 270 · Exemplares da mesma obra: 524, 889"
"270";"270.2";"889";"889";"ROM";"Luiz Sérgio";"LSG";"Na Esperança de Uma Nova Vida";"Luiz Sérgio";"Irene Machado";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 889 · Ordem estante (Table 2): 889 · Obra nº 270 · Exemplares da mesma obra: 524, 889"
"271";"271";"415";"415";"ROM";"Luiz Sérgio";"LSG";"Os Miosótis Voltam a Florir";"Luiz Sérgio";"Irene P. Macchado";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 415 · Ordem estante (Table 2): 415 · Obra nº 271"
"272";"272";"888";"888";"ROM";"Luiz Sérgio";"LSG";"Um Jardim de Esperança";"Luiz Sérgio";"Irene Pacheco Machado";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 888 · Ordem estante (Table 2): 888 · Obra nº 272"
"273";"273";"1165";"1165";"ROM";"Manoel Philomeno de Miranda";"MPM";"Grilhões Partidos";"Divaldo P. Franco \ Manoel Philomeno de Miranda";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1165 · Ordem estante (Table 2): 1165 · Obra nº 273"
"274";"274";"1166";"1166";"ROM";"Manoel Philomeno de Miranda";"MPM";"Perturbações Espirituais";"Divaldo P. Franco \ Manoel Philomeno de Miranda";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1166 · Ordem estante (Table 2): 1166 · Obra nº 274"
"275";"275.1";"151";"174";"ROM";"Manoel Philomeno de Miranda";"MPM";"Entre os dois mundos";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 151 · Ordem estante (Table 2): 174 · Obra nº 275 · Exemplares da mesma obra: 151, 174"
"275";"275.2";"174";"174";"ROM";"Manoel Philomeno de Miranda";"MPM";"Entre os dois mundos";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 174 · Ordem estante (Table 2): 174 · Obra nº 275 · Exemplares da mesma obra: 151, 174"
"276";"276";"21";"21";"ROM";"Manoel Philomeno de Miranda";"MPM";"Grilhoes Partidos";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 21 · Ordem estante (Table 2): 21 · Obra nº 276"
"277";"277";"34";"34";"ROM";"Manoel Philomeno de Miranda";"MPM";"Loucura e Obseção";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 34 · Ordem estante (Table 2): 34 · Obra nº 277"
"278";"278";"27";"27";"ROM";"Manoel Philomeno de Miranda";"MPM";"Nas Fronteiras da Loucura";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 27 · Ordem estante (Table 2): 27 · Obra nº 278"
"279";"279";"741";"741";"ROM";"Manoel Philomeno de Miranda";"MPM";"Painéis da Obsessão";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 741 · Ordem estante (Table 2): 741 · Obra nº 279"
"280";"280.1";"31";"699";"ROM";"Manoel Philomeno de Miranda";"MPM";"Sexo e Obsessão";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 31 · Ordem estante (Table 2): 699 · Obra nº 280 · Exemplares da mesma obra: 31, 699"
"280";"280.2";"699";"699";"ROM";"Manoel Philomeno de Miranda";"MPM";"Sexo e Obsessão";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 699 · Ordem estante (Table 2): 699 · Obra nº 280 · Exemplares da mesma obra: 31, 699"
"281";"281";"462";"462";"ROM";"Manoel Philomeno de Miranda";"MPM";"Tormentos da obsessão";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 462 · Ordem estante (Table 2): 462 · Obra nº 281"
"282";"282";"704";"704";"ROM";"Manoel Philomeno de Miranda";"MPM";"Tramas do Destino";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 704 · Ordem estante (Table 2): 704 · Obra nº 282"
"283";"283.1";"32";"47";"ROM";"Manoel Philomeno de Miranda";"MPM";"Trilhas da Libertação";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 32 · Ordem estante (Table 2): 47 · Obra nº 283 · Exemplares da mesma obra: 32, 33, 47"
"283";"283.2";"33";"47";"ROM";"Manoel Philomeno de Miranda";"MPM";"Trilhas da Libertação";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 33 · Ordem estante (Table 2): 47 · Obra nº 283 · Exemplares da mesma obra: 32, 33, 47"
"283";"283.3";"47";"47";"ROM";"Manoel Philomeno de Miranda";"MPM";"Trilhas da Libertação";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 47 · Ordem estante (Table 2): 47 · Obra nº 283 · Exemplares da mesma obra: 32, 33, 47"
"284";"284";"697";"697";"ROM";"Manoel Philomeno de Miranda";"MPM";"Trilhas da Libetação";"Manoel P. de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 697 · Ordem estante (Table 2): 697 · Obra nº 284"
"285";"285";"250";"250";"ROM";"Manoel Philomeno de Miranda";"MPM";"Vivencia Mediúnica";"Manoel Philomeno de Miranda";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 250 · Ordem estante (Table 2): 250 · Obra nº 285"
"286";"286.1";"297";"1117";"ROM";"Manoel Philomeno de Miranda";"MPM";"Loucura e Obsessão";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 297 · Ordem estante (Table 2): 1117 · Obra nº 286 · Exemplares da mesma obra: 297, 1117"
"286";"286.2";"1117";"1117";"ROM";"Manoel Philomeno de Miranda";"MPM";"Loucura e Obsessão";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1117 · Ordem estante (Table 2): 1117 · Obra nº 286 · Exemplares da mesma obra: 297, 1117"
"287";"287";"1061";"1061";"ROM";"Manoel Philomeno de Miranda";"MPM";"Temas da Vida e da Morte";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1061 · Ordem estante (Table 2): 1061 · Obra nº 287"
"288";"288";"1153";"1153";"ROM";"Manoel Philomeno de Miranda";"MPM";"Tormentos da obsessão";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1153 · Ordem estante (Table 2): 1153 · Obra nº 288"
"289";"289";"930";"930";"ROM";"Manoel Philomeno de Miranda";"MPM";"Tramas do Destino";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 930 · Ordem estante (Table 2): 930 · Obra nº 289"
"290";"290";"829";"829";"ROM";"Manoel Philomeno de Miranda";"MPM";"Transição Planetária";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 829 · Ordem estante (Table 2): 829 · Obra nº 290"
"291";"291";"914";"914";"ROM";"Manoel Philomeno de Miranda";"MPM";"Trilhas da Libertação";"Manoel Philomeno de Miranda";"Divaldo Pereira Franco";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 914 · Ordem estante (Table 2): 914 · Obra nº 291"
"292";"292.1";"211";"212";"ROM";"Meimei";"MEI";"Vida e Mensagem";"Meimei";"";"PSYCHOGRAPHED";"";"Romance Espírita, Infantojuvenil";"Português";"";"";"Nº legado deste exemplar: 211 · Ordem estante (Table 2): 212 · Obra nº 292 · Exemplares da mesma obra: 211, 212, 342"
"292";"292.2";"212";"212";"ROM";"Meimei";"MEI";"Vida e Mensagem";"Meimei";"";"PSYCHOGRAPHED";"";"Romance Espírita, Infantojuvenil";"Português";"";"";"Nº legado deste exemplar: 212 · Ordem estante (Table 2): 212 · Obra nº 292 · Exemplares da mesma obra: 211, 212, 342"
"292";"292.3";"342";"342";"ROM";"Meimei";"MEI";"Vida e Mensagem";"Meimei";"";"PSYCHOGRAPHED";"";"Romance Espírita, Infantojuvenil";"Português";"";"";"Nº legado deste exemplar: 342 · Ordem estante (Table 2): 342 · Obra nº 292 · Exemplares da mesma obra: 211, 212, 342"
"293";"293";"636";"636";"ROM";"Miramez";"MRM";"Horizontes da Vida";"Miramez";"João Nunes Maia";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 636 · Ordem estante (Table 2): 636 · Obra nº 293"
"294";"294";"635";"635";"ROM";"Miramez";"MRM";"Rosa Cristo";"Miramez";"João Nunes Maia";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 635 · Ordem estante (Table 2): 635 · Obra nº 294"
"295";"295.1";"628";"637";"ROM";"Miramez";"MRM";"Segurança Mediunica";"Miramez";"João Nunes Maia";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 628 · Ordem estante (Table 2): 637 · Obra nº 295 · Exemplares da mesma obra: 628, 637"
"295";"295.2";"637";"637";"ROM";"Miramez";"MRM";"Segurança Mediunica";"Miramez";"João Nunes Maia";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 637 · Ordem estante (Table 2): 637 · Obra nº 295 · Exemplares da mesma obra: 628, 637"
"296";"296";"610";"610";"ROM";"Ramiro Gama";"RGK";"Chico Xavier na Intimidade";"Ramiro Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 610 · Ordem estante (Table 2): 610 · Obra nº 296"
"297";"297.1";"591";"654";"ROM";"Ramiro Gama";"RGK";"Lindos Casos de Bezerra de Menezes";"Ramiro Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 591 · Ordem estante (Table 2): 654 · Obra nº 297 · Exemplares da mesma obra: 591, 653, 654"
"297";"297.2";"653";"654";"ROM";"Ramiro Gama";"RGK";"Lindos Casos de Bezerra de Menezes";"Ramiro Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 653 · Ordem estante (Table 2): 654 · Obra nº 297 · Exemplares da mesma obra: 591, 653, 654"
"297";"297.3";"654";"654";"ROM";"Ramiro Gama";"RGK";"Lindos Casos de Bezerra de Menezes";"Ramiro Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 654 · Ordem estante (Table 2): 654 · Obra nº 297 · Exemplares da mesma obra: 591, 653, 654"
"298";"298";"112";"112";"ROM";"Ramiro Gama";"RGK";"Lindos Casos de Chico Xavier";"Ramiro Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 112 · Ordem estante (Table 2): 112 · Obra nº 298"
"299";"299";"111";"111";"ROM";"Ramiro Gama";"RGK";"Lindos Casos do Evangelho";"Ramiro Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 111 · Ordem estante (Table 2): 111 · Obra nº 299"
"300";"300";"132";"132";"ROM";"Suely Caldas Schubert";"SCS";"Ante os tempos novos";"Divaldo P. Franco / Suely Caldas";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 132 · Ordem estante (Table 2): 132 · Obra nº 300"
"301";"301";"786";"786";"ROM";"Suely Caldas Schubert";"SCS";"Ante os Tempos Novos";"Divaldo P. Franco / Suely Caldas Schubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 786 · Ordem estante (Table 2): 786 · Obra nº 301"
"302";"302";"740";"740";"ROM";"Suely Caldas Schubert";"SCS";"Testemunhos de Chico Xavier";"Suely Caldas";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 740 · Ordem estante (Table 2): 740 · Obra nº 302"
"303";"303";"227";"227";"ROM";"Suely Caldas Schubert";"SCS";"Dimensões Espirituais do Centro Espírita";"Suely Caldas Schubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 227 · Ordem estante (Table 2): 227 · Obra nº 303"
"304";"304";"510";"510";"ROM";"Suely Caldas Schubert";"SCS";"Mediuinidade, caminho para ser feliz";"Suely Caldas Schubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 510 · Ordem estante (Table 2): 510 · Obra nº 304"
"305";"305";"931";"931";"ROM";"Suely Caldas Schubert";"SCS";"Testemunhos de Chico Xavier";"Suely Caldas Schubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 931 · Ordem estante (Table 2): 931 · Obra nº 305"
"306";"306";"840";"840";"ROM";"Suely Caldas Schubert";"SCS";"Entervistando Alan Kardec";"Suely Caldas Shubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 840 · Ordem estante (Table 2): 840 · Obra nº 306"
"307";"307";"788";"788";"ROM";"Suely Caldas Schubert";"SCS";"Mediunidade Caminho Para Ser Feliz";"Suely Caldas Shubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 788 · Ordem estante (Table 2): 788 · Obra nº 307"
"308";"308";"819";"819";"ROM";"Suely Caldas Schubert";"SCS";"Nas Fronteiras da Nova Era";"Suely Caldas Shubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 819 · Ordem estante (Table 2): 819 · Obra nº 308"
"309";"309.1";"904";"1005";"ROM";"Suely Caldas Schubert";"SCS";"Obsessão e Desobsessão";"Suely Caldas Shubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 904 · Ordem estante (Table 2): 1005 · Obra nº 309 · Exemplares da mesma obra: 904, 1005"
"309";"309.2";"1005";"1005";"ROM";"Suely Caldas Schubert";"SCS";"Obsessão e Desobsessão";"Suely Caldas Shubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1005 · Ordem estante (Table 2): 1005 · Obra nº 309 · Exemplares da mesma obra: 904, 1005"
"310";"310";"867";"867";"ROM";"Suely Caldas Schubert";"SCS";"Obssessão e Desobsessão";"Suely Caldas Shubert";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 867 · Ordem estante (Table 2): 867 · Obra nº 310"
"311";"311";"1136";"1136";"ROM";"Victor Hugo";"VHU";"Na Seara Bendita";"Esp. Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1136 · Ordem estante (Table 2): 1136 · Obra nº 311"
"312";"312";"1030";"1030";"ROM";"Victor Hugo";"VHU";"Na Sombra e Na Luz";"Esp. Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1030 · Ordem estante (Table 2): 1030 · Obra nº 312"
"313";"313";"424";"424";"ROM";"Victor Hugo";"VHU";"Interleídio de Amor";"Espírito Victor Hugo";"Oneida Terra";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 424 · Ordem estante (Table 2): 424 · Obra nº 313"
"314";"314";"571";"571";"ROM";"Victor Hugo";"VHU";"O Solar de Apolo";"Victor Hugo";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 571 · Ordem estante (Table 2): 571 · Obra nº 314"
"315";"315.1";"11";"11";"ROM";"Victor Hugo";"VHU";"Do Calvario ao Infinito";"Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 11 · Ordem estante (Table 2): 11 · Obra nº 315 · Exemplares da mesma obra: 11, 953"
"315";"315.2";"953";"953";"ROM";"Victor Hugo";"VHU";"Do Calvario ao Infinito";"Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 953 · Ordem estante (Table 2): 953 · Obra nº 315 · Exemplares da mesma obra: 11, 953"
"316";"316";"913";"913";"ROM";"Victor Hugo";"VHU";"Dor Suprema";"Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 913 · Ordem estante (Table 2): 913 · Obra nº 316"
"317";"317.1";"9";"10";"ROM";"Victor Hugo";"VHU";"Na Seara Bendita";"Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 9 · Ordem estante (Table 2): 10 · Obra nº 317 · Exemplares da mesma obra: 9, 10"
"317";"317.2";"10";"10";"ROM";"Victor Hugo";"VHU";"Na Seara Bendita";"Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 10 · Ordem estante (Table 2): 10 · Obra nº 317 · Exemplares da mesma obra: 9, 10"
"318";"318";"8";"8";"ROM";"Victor Hugo";"VHU";"Na Sombra e Na Luz";"Victor Hugo";"Zilda Gama";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 8 · Ordem estante (Table 2): 8 · Obra nº 318"
"319";"319";"161";"161";"ROM";"Victor Hugo";"VHU";"Dor Suprema";"Zilda Gama -Victor Hugo";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 161 · Ordem estante (Table 2): 161 · Obra nº 319"
"320";"320";"452";"452";"ROM";"Zilda Gama";"ZGM";"Correio de Luz";"Zilda Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 452 · Ordem estante (Table 2): 452 · Obra nº 320"
"321";"321.1";"1";"854";"ROM";"Zilda Gama";"ZGM";"Dor Suprema";"Zilda Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1 · Ordem estante (Table 2): 854 · Obra nº 321 · Exemplares da mesma obra: 1, 854"
"321";"321.2";"854";"854";"ROM";"Zilda Gama";"ZGM";"Dor Suprema";"Zilda Gama";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 854 · Ordem estante (Table 2): 854 · Obra nº 321 · Exemplares da mesma obra: 1, 854"
